adm0,country,adm1,province,cases,outbreaks,cas.or.out,lon,lat,altitude,pop.tot,logpop,LC0,LC1,LC2,LC3,LC4,LC5,LC6,LC7,LC8,LC9,LC10,LC11,LC12,LC13,LC14,LC15,LC16,EVI.mean,adm0_adm1,surv.qual.adm0
AGO,Angola,1,Bengo,0,1,1,13.87016873,-8.991375596,197.4808262,314700,5.497896743,0.039222194,0.000676187,0.15395432,2.85E-05,0.001938065,0.002674805,0.002875232,0.056276972,0.317089809,0.351683098,0.054078496,0.002687474,0.008833019,0,0.004527057,0,0.003454782,0.330466042,AGO_1,0.003025194
AGO,Angola,2,Benguela,0,0,0,13.91677936,-12.82178589,678.1120942,934839,5.970736822,0.041337898,0.000118781,0.003487756,0,0.011578974,4.92E-05,0.024855773,0.226351594,0.208031055,0.361250172,0.047011537,0.000297737,0.004687618,0.03135105,0.013032928,0,0.026558018,0.269352034,AGO_2,0.003025194
AGO,Angola,3,Bié,0,0,0,17.20087665,-12.32186713,1510.15602,1858314,6.269119099,0.000158312,1.94E-05,0.063049181,0,0.025503438,0.00057629,0.022574632,0.031976305,0.437775277,0.350938765,0.047686395,0.000893187,0.005245555,0.007181877,0.006094447,0,0.000326821,0.344213386,AGO_3,0.003025194
AGO,Angola,4,Cabinda,0,0,0,12.3231335,-5.364568754,58.52059295,255063,5.406647463,0.026372207,0.006849672,0.35933838,0,0.010601395,0.007361274,0.013974158,0.100103756,0.138387549,0.244000814,0.062312372,0.002864039,0.01207412,0.002003819,0.002217251,0,0.01153904,0.314808915,AGO_4,0.003025194
AGO,Angola,5,Cuando Cubango,0,0,0,18.96844341,-15.83526156,1223.531221,219165,5.3407712,1.72E-06,0.000233477,0.008244021,0,0.003845269,0.000264521,0.005915506,0.017590283,0.114444267,0.787262948,0.050991191,0.000191618,0.0013555,0.004758662,0.004771872,0,0.000129155,0.295098914,AGO_5,0.003025194
AGO,Angola,6,Cuanza Norte,0,0,0,14.99325284,-8.929408824,732.4753368,608093,5.783970004,0.000823028,0,0.163457492,0,0.00725779,0.00028061,0.004024696,0.007451482,0.618761606,0.1769348,0.007301279,0.002329865,0.002335473,0,0.00901313,0,2.87E-05,0.387578265,AGO_6,0.003025194
AGO,Angola,7,Cuanza Sul,0,0,0,14.81010149,-10.97416056,1071.892545,1041826,6.017795192,0.00294079,0.000146481,0.02456247,1.07E-05,0.036949825,0.001160361,0.014187924,0.073222994,0.415119507,0.363081087,0.0352827,0.001456494,0.009062955,0.001486693,0.020003104,0,0.001325963,0.366128624,AGO_7,0.003025194
AGO,Angola,8,Cunene,0,0,0,15.54105482,-16.61595299,1137.017948,369730,5.567884691,0.002446075,4.18E-06,4.53E-05,0,0.001411397,6.32E-05,0.000699016,0.04420331,0.050556692,0.838444041,0.060795663,1.92E-05,0.000919922,0,0.000171793,0,0.000220176,0.235751281,AGO_8,0.003025194
AGO,Angola,9,Huambo,0,0,0,15.77650735,-12.51613592,1615.545913,2527182,6.40263652,0.003061535,9.44E-05,0.004370357,0,0.018185565,0.000238636,0.01328487,0.029756252,0.302892612,0.559101908,0.054985601,0.000223597,0.001682161,0.007660931,0.003771371,0,0.000690273,0.315317722,AGO_9,0.003025194
AGO,Angola,10,Huíla,0,0,0,14.5545242,-14.72580067,1496.468299,1406161,6.148035049,0.000878741,1.77E-05,0.00054691,0,0.005553939,8.00E-06,0.016057218,0.037930682,0.111207631,0.621316515,0.083868256,0.000209536,0.005682778,0.112595372,0.00244448,0,0.001682255,0.284883457,AGO_10,0.003025194
AGO,Angola,11,Luanda,0,1,1,13.29102927,-8.840900811,16.63853597,1888921,6.276213795,0.081826096,4.68E-06,0.000414278,0,4.88E-05,7.54E-06,4.68E-06,0.336639737,0.015169099,0.048474568,0.02513377,4.47E-05,0.00021127,0.409503598,2.32E-05,0,0.082494041,0.137728758,AGO_11,0.003025194
AGO,Angola,12,Lunda Norte,0,0,0,19.69281741,-8.510624282,888.8457108,517042,5.713525823,2.62E-05,0.000561053,0.075299892,0,0.052557709,0.003640113,0.01338701,0.021191763,0.710822518,0.071487206,0.043105327,0.006154193,0.000246825,0,0.00020732,0,0.001312872,0.378425118,AGO_12,0.003025194
AGO,Angola,13,Lunda Sul,0,0,0,20.49939173,-10.08955831,1113.456462,250218,5.398318548,0,0.000215688,0.065009735,0,0.037059141,0.000429583,0.012450207,0.054823714,0.559684656,0.146244671,0.102763442,0.000520726,0.001242024,7.54E-05,0.000484076,0,0.018996948,0.357564618,AGO_13,0.003025194
AGO,Angola,14,Malanje,0,0,0,16.66065432,-9.357119302,1006.059428,1496797,6.175162904,0.002292003,0.000479777,0.047874338,0.000205771,0.05024059,0.001016448,0.015818573,0.008799084,0.709394375,0.11739657,0.037620454,0.005845633,0.000420116,0,0.001393467,0,0.001202713,0.378879485,AGO_14,0.003025194
AGO,Angola,15,Moxico,0,0,0,20.82353598,-12.61804767,1213.794927,554997,5.744290636,0.000376211,0.000996429,0.08800681,0,0.036082415,0.001034541,0.014521034,0.041250818,0.357542716,0.333219477,0.085036321,0.000961215,0.000283811,0.036048072,0.004314078,0,0.000326081,0.347773516,AGO_15,0.003025194
AGO,Angola,16,Namibe,0,0,0,12.51527108,-15.05888743,278.6779909,198100,5.296884476,0.013468217,6.71E-06,2.02E-05,0,0.003075523,0,0.002061582,0.150436977,0.019117989,0.17293653,0.040152332,1.78E-05,5.40E-05,0.042301047,0.001010358,0,0.55534035,0.137871434,AGO_16,0.003025194
AGO,Angola,17,Uíge,0,0,0,15.28879574,-7.074761355,811.3672115,1463470,6.165383824,0,0,0.167759836,0,0.025961866,0.000842972,0.005488058,0.004622579,0.644702419,0.14051149,0.004924909,0.001340298,0.000600386,0,0.003167243,0,7.79E-05,0.403546873,AGO_17,0.003025194
AGO,Angola,18,Zaire,0,0,0,13.6648084,-6.487516035,364.1787706,321949,5.50778708,0.012615335,0.001882664,0.219028535,2.16E-05,0.002185107,0.001612678,0.004291577,0.012344123,0.421608235,0.274293259,0.018489199,0.00579623,0.005783137,0.009275881,0.007501113,0,0.003271075,0.329729246,AGO_18,0.003025194
BDI,Burundi,1,Bubanza,0,0,0,29.42675841,-3.119990466,1481.728186,482495,5.683492817,0,0,0.240940086,0,0,0.002432953,0.002058741,0.00345629,0.224389084,0.361339517,0.001753661,0.00181114,0.014003102,0,0.147814966,0,0,0.4167833,BDI_1,0
BDI,Burundi,2,Bujumbura Mairie,0,0,0,29.3,-3.4,773,8516,3.930235653,0.988889,0,0,0,0,0,0.0111111,0,0,0,0,0,0,0,0,0,0,0.011485039,BDI_2,0
BDI,Burundi,3,Bujumbura Rural,0,0,0,29.42871847,-3.428723944,1411.045032,1151266,6.061175679,0.013433842,0,0.034871698,0,0,5.25E-05,0.003938289,0.006519502,0.186795049,0.419326626,0.012372433,0,0.062127297,0.058297487,0.202265214,0,0,0.408873022,BDI_3,0
BDI,Burundi,4,Bururi,0,0,0,29.60718787,-3.868851998,1725.529827,714537,5.854024722,0.014469346,2.67E-05,0.096334494,0,0.002052793,0.000422835,0.00027699,0.022797238,0.162356949,0.514338953,0.003535867,0.000755028,0.006655899,0,0.175645426,0,0.000331603,0.411797725,BDI_4,0
BDI,Burundi,5,Cankuzo,0,0,0,30.63562837,-3.141673844,1518.801584,332050,5.521203485,0,0,0.000844517,0,0.011410551,0,0.006009208,0.001644971,0.330855737,0.321110673,0.007198549,0,0.00017628,0,0.320749438,0,0,0.367811162,BDI_5,0
BDI,Burundi,6,Cibitoke,0,0,0,29.20001792,-2.859368975,1273.94159,647264,5.811081453,0,0,0.090982432,0,0,5.14E-05,0.002955283,0,0.234866703,0.329007006,0.003040127,0,0.030901663,0,0.308195314,0,0,0.409589496,BDI_6,0
BDI,Burundi,7,Gitega,0,0,0,29.92244009,-3.455321266,1719.998522,1030018,6.012844814,0,0,0.001599453,0,0,0,0.000610237,0.001331603,0.166403075,0.36842584,0.008466774,0,0.012211223,0,0.440951581,0,0,0.346845813,BDI_7,0
BDI,Burundi,8,Karuzi,0,0,0,30.10844146,-3.118552979,1632.306667,560282,5.74840667,0,0,0.006804576,0,0.003129795,0,0.002248795,0.003173005,0.214305738,0.422601008,0.005279132,0,0.008627683,0,0.333830329,0,0,0.365692101,BDI_8,0
BDI,Burundi,9,Kayanza,0,0,0,29.65805288,-2.999410133,1838.852974,519609,5.715676665,0,0.000856374,0.053521974,0,0,0.000856374,0,0,0.101312709,0.466611393,0,0.000856374,0.028278445,0.012079261,0.335627214,0,0,0.381877539,BDI_9,0
BDI,Burundi,10,Kirundo,0,0,0,30.12579525,-2.543728223,1459.807534,708332,5.850236862,0.050778511,0.001032301,0.018073109,0,0,0,0.002417924,0.007041617,0.253463603,0.355540072,0.020782384,0.001078638,0.017901129,0.023403838,0.247662347,0,0.000824691,0.335283693,BDI_10,0
BDI,Burundi,11,Makamba,0,0,0,29.80037094,-4.197278703,1410.090058,538089,5.730854114,0.031587429,0.000441232,0.008382391,0,0.000623525,0,0.000922034,0.005461978,0.187760094,0.349921265,0.003038014,0.001017151,0.011009647,0,0.399683353,0,0.000151895,0.387014607,BDI_11,0
BDI,Burundi,12,Muramvya,0,0,0,29.70197741,-3.239459068,1877.782557,442902,5.646307641,0,0,0.03489884,0,0,0,0,0,0.102419627,0.500469821,0.000852734,0.002149467,0.013088732,0,0.34612074,0,0,0.385526696,BDI_12,0
BDI,Burundi,13,Muyinga,0,0,0,30.31040928,-2.752843049,1551.283594,897276,5.952926052,0.001732553,0,0.005443454,0,0.001049818,0.00091127,0.002074822,0.000216569,0.215769283,0.327053193,0.002889161,0.001795402,0.008872549,0.014903019,0.417072119,0,0.000216569,0.366621986,BDI_13,0
BDI,Burundi,14,Mwaro,0,0,0,29.73547495,-3.471874157,1892.019741,322529,5.50856877,0,0,0,0,0,0,0,0,0.077618607,0.560757524,0.00434562,0,0.009523801,0,0.347754378,0,0,0.371028971,BDI_14,0
BDI,Burundi,15,Ngozi,0,0,0,29.90055052,-2.884415825,1602.477859,1043565,6.018519505,0,0,0.040437998,0,0,0,0.001461112,0,0.315423421,0.393522546,0.006177607,0,0.017931089,0.001461112,0.223585269,0,0,0.393534314,BDI_15,0
BDI,Burundi,16,Rutana,0,0,0,30.0891319,-3.847926086,1584.412208,413614,5.61659523,0,0,0.006630375,0,0.00106579,0,0.001786419,0.00243645,0.195601688,0.355280845,0.003687661,0.001241468,0.013053299,0,0.419215962,0,0,0.350425431,BDI_16,0
BDI,Burundi,17,Ruyigi,0,0,0,30.29567688,-3.463833836,1558.392227,437254,5.640733791,0,0,0.001922064,0,0.002822105,0.000266175,0.002295658,0.005367736,0.30642579,0.22239132,0.001167106,0,0.005862576,0,0.451479411,0,0,0.349275611,BDI_17,0
BEN,Benin,1,Alibori,0,1,1,2.880013523,11.29673039,273.9382662,702500,5.846646329,0.002471551,0,0.000196098,0,0.082584803,0.000973244,0.000793713,0.011891327,0.109869418,0.496512842,0.076581672,0,0.18613369,0.000187362,0.002336572,0,0.029467726,0.287565105,BEN_1,1.372704237
BEN,Benin,2,Atakora,0,1,1,1.42728967,10.516617,319.9231237,773190,5.888286228,5.68E-06,0,0.001287744,9.87E-05,0.037555606,0.003483069,0.001229356,0.038708686,0.196208895,0.578299684,0.059894001,1.70E-05,0.049510456,0.001607043,0.000987204,0,0.0311069,0.298460324,BEN_2,1.372704237
BEN,Benin,3,Atlantique,0,0,0,2.282549501,6.499262555,59.48041358,1694771,6.229111024,0.280643647,0.001675798,0.087686131,0.000163359,0.001706648,0.002069613,0.001847126,0.008880873,0.112171966,0.162693033,0.05760891,0.012887132,0.006601833,0.218613925,0.01611905,0,0.028631083,0.240054035,BEN_3,1.372704237
BEN,Benin,4,Borgou,0,1,1,2.810767941,9.780338004,340.7164722,999634,5.999841019,0,0,0,0,0.037572788,0.000578709,0.000384866,0.017634803,0.31686602,0.516908022,0.038133513,0.00011755,0.040290721,0.01828997,0.00331197,0,0.009911036,0.305936399,BEN_4,1.372704237
BEN,Benin,5,Collines,0,0,0,2.198334516,8.061280643,192.5154729,725495,5.860634424,0,0,0.002940353,0,0.001900014,0.000308839,0.001723204,0.009551868,0.552957443,0.231280467,0.167224788,0.000272101,0.004395866,0.006818173,0.00752164,0,0.013105141,0.314937851,BEN_5,1.372704237
BEN,Benin,6,Donga,0,0,0,1.672569755,9.589929009,390.0646289,495413,5.694967399,0,0,0,0,0.00464024,0.000123846,0.001676243,0.01540065,0.217820564,0.64417683,0.057210428,0,0.030391124,0.014004849,0.00451025,0,0.010044721,0.278753296,BEN_6,1.372704237
BEN,Benin,7,Kouffo,0,0,0,1.815463241,6.963019021,132.1716471,509324,5.706994141,0,0,0.080164369,0,0.000387114,0,0.000753135,0.01091771,0.288688832,0.347260357,0.152229298,0.000853222,0.038312301,0.051753044,0.016295673,0,0.012384727,0.353546702,BEN_7,1.372704237
BEN,Benin,8,Littoral,0,0,0,2.417788081,6.367271405,42,602602,5.780030569,0.588889,0,0.0111111,0,0,0,0,0,0,0,0,0.0222222,0,0.366667,0,0,0.0111111,0.084216016,BEN_8,1.372704237
BEN,Benin,9,Mono,0,0,0,1.806923209,6.621441141,67.9743344,701250,5.845872874,0.020589324,0.001320773,0.159693586,0.000813558,0.000927597,0.002399307,0.001948356,0.015421218,0.226012908,0.336403904,0.070880625,0.005589274,0.020453183,0.073326942,0.038183872,0,0.026035479,0.366749658,BEN_9,1.372704237
BEN,Benin,10,Ouémé,0,0,0,2.563884573,6.500894914,42.17863987,1312417,6.118071847,0.222595898,0.002793027,0.113117544,0.000399002,0.000472608,0.001709285,0.004697636,0.033526069,0.146232237,0.068481494,0.036568831,0.01417403,0.008826588,0.309266757,0.020901562,0,0.016237342,0.249318232,BEN_10,1.372704237
BEN,Benin,11,Plateau,0,0,0,2.657766541,6.962459341,63.46294171,514959,5.711772653,0,0.001240982,0.104516885,0,0.001709834,0,0.001423573,0.007757834,0.260399765,0.279533299,0.144618603,0,0.021116399,0.12718214,0.038415018,0,0.012085538,0.353373778,BEN_11,1.372704237
BEN,Benin,12,Zou,0,0,0,2.13464331,7.185495206,126.1141845,884087,5.946495005,0,0,0.03217762,0,0.000581023,0.000366427,0.002222382,0.031059519,0.324094466,0.223018575,0.157523627,0.001053415,0.019004789,0.158140709,0.028555103,0,0.02220232,0.318023248,BEN_12,1.372704237
BFA,Burkina Faso,1,Balé,1,0,1,-3.09484963,11.70103537,279.5468884,264447,5.422338645,0,0,0.000514033,0,0.022838594,0.000573972,0.002688979,0.068497193,0.083509258,0.458615047,0.119582989,0,0.184195109,0,0.000247686,0,0.058737049,0.255509329,BFA_1,4.933594794
BFA,Burkina Faso,2,Bam,0,1,1,-1.58255684,13.39027801,348.3142149,342759,5.534988867,0.006226115,0,0,0,0,0,0.001361897,0.249742303,0.000167259,0.11484675,0.498262214,0,0.097415725,0,0,0,0.031977778,0.177137864,BFA_2,4.933594794
BFA,Burkina Faso,3,Banwa,0,1,1,-4.153990293,12.19991227,315.7506443,329437,5.517772374,0,0,0.000234663,0,0.0026837,0.000327707,0.001854488,0.090354975,0.063954503,0.423834821,0.123546646,0,0.256071313,0,0.000205621,0,0.036931614,0.2461627,BFA_3,4.933594794
BFA,Burkina Faso,4,Bazéga,0,1,1,-1.441744984,11.97887718,301.1682926,291017,5.463918359,0,0,0,0,0.007998366,0.000333703,0,0.105614115,0.012542954,0.163724321,0.059814052,0,0.598834679,0,0.000989964,0,0.050147928,0.234703262,BFA_4,4.933594794
BFA,Burkina Faso,5,Bougouriba,1,0,1,-3.34940823,10.89526867,293.4331094,141440,5.150572248,0,0,0,0,0.016580707,0,0.003832893,0.063586047,0.050597744,0.713581183,0.034507283,0.000229072,0.069491321,0,0,0,0.047593631,0.277586038,BFA_5,4.933594794
BFA,Burkina Faso,6,Boulgou,1,1,1,-0.462976082,11.58847451,229.585551,634949,5.802738844,0.001324156,0.000154548,0.000312116,0,0.005543172,2.92E-05,0.000112922,0.103523521,0.022527714,0.260903301,0.070979172,0,0.508816852,0,0.000837106,0,0.024936296,0.225802487,BFA_6,4.933594794
BFA,Burkina Faso,7,Boulkiemdé,0,1,1,-2.167293696,12.29026494,302.5956277,594922,5.774460029,0,0,0,0,0,0,0,0.184337923,0.03170283,0.148674807,0.073880841,0,0.534445689,0.004600262,0,0,0.022357543,0.214196995,BFA_7,4.933594794
BFA,Burkina Faso,8,Ganzourgou,0,1,1,-0.744012036,12.21871389,287.8181456,381866,5.581910992,0,0,0.000359745,0,0,0,0,0.044984793,0.004164469,0.052682152,0.082342608,0,0.791271222,0,0.000837146,0,0.02335781,0.219457392,BFA_8,4.933594794
BFA,Burkina Faso,9,Gnagna,0,0,0,-0.019827697,12.92833329,274.6410696,499236,5.698305895,0.000412631,0,0,0,0,0,0.001014421,0.0746126,0.004786335,0.027249506,0.565406697,0,0.275108826,0,0,0,0.051408975,0.198489503,BFA_9,4.933594794
BFA,Burkina Faso,10,Gourma,0,1,1,0.443835961,12.08605462,286.6452685,389785,5.590825122,0,0,0.000202948,0,0.005012152,0.000984318,0.00104662,0.044868566,0.033033885,0.162039226,0.155885635,0,0.531368598,0,0.000562254,0,0.064995823,0.248234728,BFA_10,4.933594794
BFA,Burkina Faso,11,Houet,0,1,1,-4.279980149,11.27412996,392.8605997,1105213,6.043445985,0,0,0.000149596,0,0.023620298,0.000759489,0.005007081,0.083674535,0.059227927,0.384087227,0.067234328,5.55E-05,0.191119083,0.158268434,0,0,0.026796426,0.245277574,BFA_11,4.933594794
BFA,Burkina Faso,12,Ioba,0,0,0,-3.007674897,11.07956468,272.0422356,200589,5.302307113,0,0,0.000306708,0,0.008746603,0,0.001765466,0.135797084,0.113790139,0.439301395,0.130982769,0,0.124100204,0,0,0,0.045209572,0.249447061,BFA_12,4.933594794
BFA,Burkina Faso,13,Kadiogo,0,0,0,-1.520631233,12.36431503,304.4119432,1823953,6.261013643,0.006425756,0,0,0,0,0,0.00014866,0.311068997,0.006369402,0.04452657,0.051681419,0,0.190611626,0.330662238,0,0,0.058505831,0.166457819,BFA_13,4.933594794
BFA,Burkina Faso,14,Kénédougou,1,0,1,-4.953428767,11.40777732,406.8002578,364650,5.561876218,0,7.92E-05,0.002990995,0,0.093503195,0.0055281,0.003643591,0.033661919,0.145113062,0.45498911,0.093259425,0,0.101796243,0,0.000850141,0,0.064584825,0.28259425,BFA_14,4.933594794
BFA,Burkina Faso,15,Komoé,1,1,1,-4.56980671,10.40831574,304.9587325,482074,5.683113709,0.000142749,0,6.43E-05,0,0.047544818,0.000903302,0.000941764,0.040188691,0.104156459,0.672377458,0.040726213,0,0.078542169,0,0.001749527,0,0.012662663,0.300559638,BFA_15,4.933594794
BFA,Burkina Faso,16,Komondjari,0,0,0,0.738898702,12.7595803,269.3769396,94543,4.975629379,0,0,0,0,0.000153008,0,0.005434605,0.057677222,0.01476513,0.066963998,0.397158688,0,0.406968688,0,0,0,0.050878728,0.234514404,BFA_16,4.933594794
BFA,Burkina Faso,17,Kompienga,0,0,0,0.76346443,11.21809182,190.5138127,123039,5.090042793,0.00912264,0.000222242,0.002080646,0,0.020491943,0.000657606,0.001060769,0.072560373,0.146960565,0.465045111,0.089266317,0,0.123821027,0,0,0,0.068710585,0.253095063,BFA_17,4.933594794
BFA,Burkina Faso,18,Kossi,0,1,1,-3.950130198,12.93066921,286.5956992,339099,5.530326509,0,0.000399204,0.000194109,0,0.000151074,0,0.000655228,0.058233631,0.028021992,0.225221007,0.321593737,9.71E-05,0.309571146,0.000469466,0.000669647,0,0.054722691,0.219275545,BFA_18,4.933594794
BFA,Burkina Faso,19,Koulpélogo,0,0,0,0.14929756,11.37676119,262.4266071,284864,5.454637568,0,0,0.000240816,0,0.011494351,0.000541544,0.000916226,0.095785373,0.042137339,0.392528369,0.084374526,0,0.317949893,0.002590138,0.001178737,0,0.050262541,0.245339891,BFA_19,4.933594794
BFA,Burkina Faso,20,Kouritenga,0,0,0,-0.320197724,12.17988507,293.4308103,404605,5.607031245,0,0,0,0,0,0,0.000379712,0.053195135,0.012014538,0.050298057,0.125665444,0,0.742907832,0,0,0,0.015539172,0.214863215,BFA_20,4.933594794
BFA,Burkina Faso,21,Kourwéogo,0,0,0,-1.804062105,12.62021322,312.0454502,167524,5.224077034,0,0,0,0,0,0,0,0.111389668,0.017522529,0.075866304,0.187458983,0,0.60094315,0,0,0,0.006819277,0.21250556,BFA_21,4.933594794
BFA,Burkina Faso,22,Léraba,0,1,1,-5.257885202,10.61751173,381.5478278,145177,5.161897818,0,0,0.000544051,0,0.06901278,0.002258466,0.001294188,0.042346157,0.148429348,0.563085724,0.082319716,0.000209476,0.052243837,0,0.002058356,0,0.036197866,0.290491314,BFA_22,4.933594794
BFA,Burkina Faso,23,Loroum,0,0,0,-2.123195887,13.88685312,320.3792987,187322,5.272588786,0,0,0,0,0,0,0.001593867,0.35718472,0.000400838,0.001868213,0.616102831,0,0.006422653,0,0,0,0.016426884,0.149811921,BFA_23,4.933594794
BFA,Burkina Faso,24,Mou Houn,1,1,1,-3.428341905,12.20718664,290.1675167,374876,5.573887637,0,0,0.000621008,0,0.004914701,0,0.000845037,0.153802391,0.08009754,0.354992303,0.149638607,0,0.197271654,0,0.000174576,0,0.057642312,0.243914333,BFA_24,4.933594794
BFA,Burkina Faso,25,Nahouri,0,0,0,-1.031023061,11.08823803,261.1235274,258137,5.411850258,0,0,0.002808351,0,0.033381051,0.002059632,0.004145272,0.093925299,0.052475272,0.366027904,0.118269548,0,0.211863675,0,0.001123089,0,0.113920774,0.262385451,BFA_25,4.933594794
BFA,Burkina Faso,26,Namentenga,0,0,0,-0.500661192,13.05819569,296.4606758,388692,5.589605602,0.000818858,0,0,0,0,0,0.00053979,0.153431556,0.005558154,0.02199807,0.673060357,0,0.090731278,0,0,0,0.053861945,0.189036485,BFA_26,4.933594794
BFA,Burkina Faso,27,Nayala,1,0,1,-2.987343903,12.69267467,267.1916551,206762,5.315470724,0,0,0,0,7.52E-05,0,0.001591214,0.246755943,0.022689386,0.242631756,0.120363091,0,0.32932149,0,0.000234891,0,0.03633688,0.213436963,BFA_27,4.933594794
BFA,Burkina Faso,28,Oubritenga,0,1,1,-1.301151171,12.61523722,297.4210923,305515,5.485032538,0.00035008,0,0,0,0,0,0,0.126008808,0.005088201,0.106602877,0.261508942,0,0.461032665,0,0,0,0.039408552,0.200272718,BFA_28,4.933594794
BFA,Burkina Faso,29,Oudalan,1,0,1,-0.28791214,14.54958786,278.4006325,255496,5.407384105,0.001587272,0,0,0,0,0,0,0.553028015,0.000188607,9.01E-05,0.367673908,0,0.000278713,0,0,0,0.077153453,0.139864562,BFA_29,4.933594794
BFA,Burkina Faso,30,Passoré,1,0,1,-2.163206716,12.89362412,301.9788372,384543,5.58494491,0.002934708,0,0,0,0,0,0.000329251,0.121632326,0.003312197,0.188061689,0.105199112,0,0.56234678,0,0,0,0.016183948,0.207795824,BFA_30,4.933594794
BFA,Burkina Faso,31,Poni,1,1,1,-3.184882195,10.22034713,291.3580792,401467,5.603649853,0,0,0.001308191,0,0.014431761,0.000592528,0.001754385,0.030880303,0.067954948,0.784449476,0.037836907,0.000343198,0.03841138,0,0,0,0.022036871,0.28429154,BFA_31,4.933594794
BFA,Burkina Faso,32,Sanguié,0,0,0,-2.577151867,12.26860983,275.1722757,356121,5.551597584,0,0,0.000159839,0,0.004021458,0.000219869,0.000368926,0.244131992,0.032543315,0.309140126,0.069851715,0,0.309107446,0.001380803,0.000415102,0,0.028659289,0.215539148,BFA_32,4.933594794
BFA,Burkina Faso,33,Sanmatenga,1,0,1,-1.024495928,13.13099593,315.4713696,756538,5.878830747,0,0,0,0,0,0,0.000547517,0.181642605,0.002178456,0.079272324,0.583930056,0,0.120185128,0.003386995,0.000401257,0,0.028455703,0.188157438,BFA_33,4.933594794
BFA,Burkina Faso,34,Séno,0,0,0,-0.0269536,13.94112247,288.0316796,312756,5.49520565,0,0,0,0,0,0,0.000131341,0.265128688,0.000812919,0.004218536,0.707550885,0,0.000345175,0.008545731,0,0,0.013266801,0.155557659,BFA_34,4.933594794
BFA,Burkina Faso,35,Sissili,0,0,0,-2.287016215,11.25318176,309.9590396,293674,5.467865499,0,0,0,0,0.134929368,0.000930304,0.000415615,0.038916119,0.08007799,0.449804621,0.085683477,0,0.168561646,0,0,0,0.040680839,0.284509458,BFA_35,4.933594794
BFA,Burkina Faso,36,Soum,0,0,0,-1.333941677,14.13870859,306.8424988,454403,5.65744119,0,0,0,0,0,0,0.000172558,0.301700282,7.94E-05,0.000835975,0.667074228,0,4.97E-05,0,0,0,0.030087883,0.150756206,BFA_36,4.933594794
BFA,Burkina Faso,37,Sourou,1,0,1,-2.994349287,13.18895951,283.968235,289344,5.461414481,0.000995354,0,0,0,0,0,0.003785614,0.116330446,0.008175128,0.169898283,0.192721542,0,0.459663789,0.000856534,0,0,0.04757313,0.204190167,BFA_37,4.933594794
BFA,Burkina Faso,38,Tapoa,1,1,1,1.726761154,12.02839556,275.6841505,405345,5.60782482,0,0,0.000751403,0,0.016827926,0.000980906,0.001135859,0.035336714,0.043456789,0.387463963,0.172702439,1.89E-05,0.291607683,0.001377426,0.000112195,0,0.048227721,0.257594938,BFA_38,4.933594794
BFA,Burkina Faso,39,Tuy,1,0,1,-3.518722534,11.44273813,305.9475359,250762,5.399261725,0,0,0.001251916,0,0.048899242,0,0.000352632,0.039406731,0.066547359,0.540088127,0.109899547,0,0.15450636,0,0,0,0.039047933,0.26472841,BFA_39,4.933594794
BFA,Burkina Faso,40,Yagha,0,0,0,0.596321105,13.40320801,263.6540485,190492,5.279876742,0.000930456,0,0,0,0,0,0.001157761,0.204768425,0.001113916,0.030698225,0.634218862,0,0.099454231,0.001057482,0,0,0.026600566,0.177891373,BFA_40,4.933594794
BFA,Burkina Faso,41,Yatenga,1,1,1,-2.306602158,13.54579953,322.0300698,672568,5.8277362,0.003449569,0.000132555,0,0,0,0,0,0.300771271,0.000175794,0.030713573,0.477385916,0,0.148151818,0.021547731,0,0,0.017671697,0.167450022,BFA_41,4.933594794
BFA,Burkina Faso,42,Ziro,1,1,1,-1.910826289,11.64247041,315.6233054,216353,5.335162922,0,0,0,0,0.140977266,0.00231177,0.000721889,0.039098497,0.070777023,0.418112627,0.075619467,0,0.183051728,0,0.000486191,0,0.068843653,0.277145393,BFA_42,4.933594794
BFA,Burkina Faso,43,Zondoma,0,0,0,-2.309733494,13.17930053,301.5149878,197894,5.296432627,0,0,0,0,0,0,0,0.097397558,0.000318236,0.074793352,0.140136526,0,0.673965262,0,0,0,0.01338903,0.199899001,BFA_43,4.933594794
BFA,Burkina Faso,44,Zoundwéogo,0,0,0,-0.988830554,11.59975807,272.6167011,318279,5.502807985,0.002267339,0,4.09E-05,0,0.013890364,0.000444837,0.00108962,0.063576246,0.044948898,0.25907568,0.061286362,0,0.519266023,0,0.002756199,0,0.031357343,0.241957621,BFA_44,4.933594794
BWA,Botswana,1,Central,0,0,0,27.04761778,-22.08232806,990.1854183,684803,5.835565654,0.000259573,0,2.17E-05,0,0.003212739,0,0.001511873,0.16650065,0.064245978,0.653405408,0.060620274,0.000554308,0.00453507,0.041407232,0.000712283,0,0.003012765,0.219558172,BWA_1,NA
BWA,Botswana,2,Ghanzi,0,0,0,22.16181587,-22.00764006,1114.113041,43285,4.636337422,0,0,0,0,0,0,0,0.405050397,0.106109387,0.38899521,0.099493473,0,0,0,0,0,0.000351552,0.200196316,BWA_2,NA
BWA,Botswana,3,Kgalagadi,0,0,0,22.66080804,-24.93743999,1046.682036,55195,4.741899738,0,0,0,0,0,0,0,0.603609597,0.219024071,0.13331595,0.031160977,0,0,0,0,0,0.012889331,0.160416766,BWA_3,NA
